dataset,angle,metric,group,n,median,iqr_low,iqr_high,mean,std,shapiro_p,test,p_value,a12,significant_alpha_0.05
1,platform_moeackf,hv,SNN,31,0.87207,0.870446,0.8720975,0.8717114838709679,0.001506028947729051,0.001085755880922079,mann-whitney,,,
1,platform_moeackf,hv,ANN-MATLAB,31,0.88909,0.889065,0.890695,0.8901403225806451,0.0018085638572653399,2.0999270418542437e-05,mann-whitney,1.3700836013428417e-11,0.0,True
1,platform_moeackf,complexity,SNN,31,0.008823529412,0.007352941176,0.013970588235,0.010673624288548384,0.004394865377439994,0.0026396731846034527,mann-whitney,,,
1,platform_moeackf,complexity,ANN-MATLAB,31,0.02028,0.01404,0.039,0.03019354838709678,0.024393094316272807,3.201426352461567e-06,mann-whitney,2.5844835570041737e-07,0.11966701352757544,True
1,platform_moeackf,accuracy,SNN,31,0.8605072464,0.8586956522,0.8605072464,0.8600981767419356,0.0016675641735594403,0.0007093927124515176,mann-whitney,,,
1,platform_moeackf,accuracy,ANN-MATLAB,31,0.88043,0.88043,0.88225,0.8816600000000001,0.002061803417722767,1.3100923752062954e-05,mann-whitney,5.059051030746151e-12,0.0,True
1,platform_snsgaii,hv,SNN,31,0.876667,0.870205,0.8855545,0.8781209677419356,0.009024328305507912,0.4135357439517975,mann-whitney,,,
1,platform_snsgaii,hv,ANN-MATLAB,31,0.89717,0.8948149999999999,0.897875,0.8967406451612904,0.002549318778920975,0.476779043674469,mann-whitney,5.888668049571935e-11,0.015608740894901144,True
1,platform_snsgaii,complexity,SNN,31,0.02205882353,0.01323529412,0.0375,0.02879506641309678,0.021434882321752148,0.0004446554812602699,mann-whitney,,,
1,platform_snsgaii,complexity,ANN-MATLAB,31,0.02652,0.02652,0.125585,0.1472996774193548,0.25717100879225446,8.19423284781351e-09,mann-whitney,0.00013291857489083634,0.2206035379812695,True
1,platform_snsgaii,accuracy,SNN,31,0.8677536232,0.8605072464,0.8768115942,0.8686886395612905,0.009987027816728803,0.4026471972465515,mann-whitney,,,
1,platform_snsgaii,accuracy,ANN-MATLAB,31,0.88949,0.88768,0.890395,0.8891993548387097,0.002389592622859758,0.021207308396697044,mann-whitney,3.1244414658064786e-11,0.011446409989594173,True
