dataset,angle,metric,group,n,median,iqr_low,iqr_high,mean,std,shapiro_p,test,p_value,a12,significant_alpha_0.05
1,hv_main,hv,MOEACKF,31,0.87207,0.870446,0.8720975,0.8717114838709678,0.001506028947729051,0.001085755880922079,wilcoxon,,,
1,hv_main,hv,SNSGAII,31,0.876667,0.870205,0.8855545,0.8781209677419355,0.00902432830550791,0.4135357439517975,wilcoxon,0.0021575288847088814,0.3225806451612903,True
