dataset,angle,metric,group,n,median,iqr_low,iqr_high,mean,std,shapiro_p,test,p_value,a12,significant_alpha_0.05
2,time,time_s,MOEACKF,15,230.5385,223.96575,235.20655,232.98282666666668,20.288451038265467,0.003214592346921563,wilcoxon,,,
2,time,time_s,SNSGAII,15,216.7385,215.9756,217.03065,216.21638666666666,1.670862907031942,0.009750313125550747,wilcoxon,0.0008544921875,0.8666666666666667,True
