dataset_no,dataset_name,algo,n_runs,n_solutions,mean_dead_frac_pooled,mean_dead_frac_run_avg,mean_sink_frac_pooled,mean_source_frac_pooled,pct_sol_out_disc_pooled,pct_sol_out_disc_run_avg,pct_run_any_out_disc,pct_sparsest_sol_out_disc,pct_best_acc_sol_out_disc,pct_out0_disc_pooled,pct_out1_disc_pooled,pct_sol_out_unreachable_real_pooled,bias_only_frac
1,Statlog Australian,MOEACKF,31,178,0.9515449438202247,0.9530837173579109,0.020365168539325844,0.0012640449438202249,59.550561797752806,60.66436251920123,100.0,100.0,0.0,59.550561797752806,31.46067415730337,94.9438202247191,0.010955056179775283
1,Statlog Australian,SNSGAII,31,228,0.8945175438596491,0.9103089674662256,0.05021929824561404,0.003947368421052632,31.140350877192983,34.57471739729804,100.0,100.0,0.0,22.80701754385965,31.140350877192983,33.333333333333336,0.006030701754385965
2,Climate,MOEACKF,31,205,0.8931707317073171,0.8919825268817204,0.05390243902439025,0.0029268292682926834,91.70731707317073,91.16359447004608,100.0,100.0,61.29032258064516,91.70731707317073,26.829268292682926,94.63414634146342,0.002073170731707317
2,Climate,SNSGAII,31,106,0.9823113207547169,0.9826209677419355,0.0023584905660377358,0.0028301886792452833,100.0,100.0,100.0,100.0,100.0,100.0,38.679245283018865,100.0,0.008018867924528304
3,Statlog German,MOEACKF,31,171,0.8442982456140351,0.8848902329749104,0.12119883040935674,0.006286549707602339,90.64327485380117,93.5931899641577,100.0,100.0,80.64516129032258,30.994152046783626,90.05847953216374,93.5672514619883,0.001608187134502924
3,Statlog German,SNSGAII,31,283,0.8438162544169612,0.8574201761500149,0.07667844522968198,0.007067137809187279,31.09540636042403,33.580407048148984,100.0,100.0,0.0,15.19434628975265,31.09540636042403,32.15547703180212,0.0030918727915194345
4,Sonar,MOEACKF,31,349,0.5022206303724929,0.5415144622402687,0.31805157593123207,0.004226361031518625,17.478510028653297,19.38665277374955,100.0,100.0,0.0,17.478510028653297,17.191977077363898,17.478510028653297,0.0016475644699140402
4,Sonar,SNSGAII,31,270,0.8446296296296296,0.8574401426109205,0.09129629629629629,0.0028703703703703703,25.185185185185187,29.094387585848686,100.0,100.0,6.451612903225806,24.074074074074073,24.814814814814813,26.296296296296298,0.0014814814814814816
ALL,Todos,ALL,248,1790,0.8084078212290503,0.8599076491779883,0.11421787709497207,0.004106145251396649,47.09497206703911,57.757163969806285,100.0,100.0,31.048387096774192,37.6536312849162,33.072625698324025,51.84357541899441,0.003756983240223464
