dataset_no,dataset_name,algo,run,sol_idx,n_sol_in_front,f1_complexity,f2_train_error,accuracy,is_sparsest,is_best_acc,n_hidden,n_live,n_dead,n_sink,n_source,dead_frac,sink_frac,source_frac,out0_indeg,out1_indeg,out0_disc,out1_disc,any_out_disc,n_out_disc,bias_only_neurons,bias_only_frac,real_reach_out0,real_reach_out1,any_out_unreachable_real,f1_check_err,csv_path
1,Statlog Australian,MOEACKF,0,0,7,0.001470588235,0.4130434783,0.5869565217,False,False,40,0,39,1,0,0.975,0.025,0.0,0,0,True,True,True,2,1,0.025,False,False,True,2.941175948623087e-13,/home/nez/Desktop/tesis-snn/platemo-cpp/results/ds1_moeackf/fronts/MOEACKF_ds1_nh40_run0_front.csv
1,Statlog Australian,MOEACKF,0,1,7,0.0,0.4275362319,0.5724637681,True,False,40,0,40,0,0,1.0,0.0,0.0,0,0,True,True,True,2,0,0.0,False,False,True,0.0,/home/nez/Desktop/tesis-snn/platemo-cpp/results/ds1_moeackf/fronts/MOEACKF_ds1_nh40_run0_front.csv
1,Statlog Australian,MOEACKF,0,2,7,0.004411764706,0.3025362319,0.6974637681,False,False,40,1,38,1,0,0.95,0.025,0.0,0,1,True,False,True,1,1,0.025,False,True,True,1.1764721141727108e-13,/home/nez/Desktop/tesis-snn/platemo-cpp/results/ds1_moeackf/fronts/MOEACKF_ds1_nh40_run0_front.csv
1,Statlog Australian,MOEACKF,0,3,7,0.002941176471,0.3043478261,0.6956521739,False,False,40,1,39,0,0,0.975,0.0,0.0,0,1,True,False,True,1,0,0.0,False,True,True,4.117648062795798e-13,/home/nez/Desktop/tesis-snn/platemo-cpp/results/ds1_moeackf/fronts/MOEACKF_ds1_nh40_run0_front.csv
1,Statlog Australian,MOEACKF,0,4,7,0.008823529412,0.1413043478,0.8586956522,False,False,40,2,36,2,0,0.9,0.05,0.0,1,1,False,False,False,0,2,0.05,False,True,True,2.3529442283454216e-13,/home/nez/Desktop/tesis-snn/platemo-cpp/results/ds1_moeackf/fronts/MOEACKF_ds1_nh40_run0_front.csv
1,Statlog Australian,MOEACKF,0,5,7,0.01029411765,0.1394927536,0.8605072464,False,True,40,2,35,3,0,0.875,0.075,0.0,1,1,False,False,False,0,1,0.025,False,True,True,2.941176815984825e-12,/home/nez/Desktop/tesis-snn/platemo-cpp/results/ds1_moeackf/fronts/MOEACKF_ds1_nh40_run0_front.csv
1,Statlog Australian,MOEACKF,0,6,7,0.005882352941,0.143115942,0.856884058,False,False,40,2,38,0,0,0.95,0.0,0.0,1,1,False,False,False,0,1,0.025,False,True,True,1.7647081712590662e-13,/home/nez/Desktop/tesis-snn/platemo-cpp/results/ds1_moeackf/fronts/MOEACKF_ds1_nh40_run0_front.csv
1,Statlog Australian,MOEACKF,1,0,6,0.001470588235,0.4184782609,0.5815217391,False,False,40,0,39,1,0,0.975,0.025,0.0,0,0,True,True,True,2,0,0.0,False,False,True,2.941175948623087e-13,/home/nez/Desktop/tesis-snn/platemo-cpp/results/ds1_moeackf/fronts/MOEACKF_ds1_nh40_run1_front.csv
1,Statlog Australian,MOEACKF,1,1,6,0.004411764706,0.3079710145,0.6920289855,False,False,40,1,38,1,0,0.95,0.025,0.0,0,1,True,False,True,1,0,0.0,False,True,True,1.1764721141727108e-13,/home/nez/Desktop/tesis-snn/platemo-cpp/results/ds1_moeackf/fronts/MOEACKF_ds1_nh40_run1_front.csv
1,Statlog Australian,MOEACKF,1,2,6,0.0,0.4257246377,0.5742753623,True,False,40,0,40,0,0,1.0,0.0,0.0,0,0,True,True,True,2,0,0.0,False,False,True,0.0,/home/nez/Desktop/tesis-snn/platemo-cpp/results/ds1_moeackf/fronts/MOEACKF_ds1_nh40_run1_front.csv
1,Statlog Australian,MOEACKF,1,3,6,0.005882352941,0.143115942,0.856884058,False,False,40,2,38,0,0,0.95,0.0,0.0,1,1,False,False,False,0,1,0.025,False,True,True,1.7647081712590662e-13,/home/nez/Desktop/tesis-snn/platemo-cpp/results/ds1_moeackf/fronts/MOEACKF_ds1_nh40_run1_front.csv
1,Statlog Australian,MOEACKF,1,4,6,0.002941176471,0.3152173913,0.6847826087,False,False,40,1,39,0,0,0.975,0.0,0.0,0,1,True,False,True,1,0,0.0,False,True,True,4.117648062795798e-13,/home/nez/Desktop/tesis-snn/platemo-cpp/results/ds1_moeackf/fronts/MOEACKF_ds1_nh40_run1_front.csv
1,Statlog Australian,MOEACKF,1,5,6,0.007352941176,0.1413043478,0.8586956522,False,True,40,2,37,1,0,0.925,0.025,0.0,1,1,False,False,False,0,1,0.025,False,True,True,4.705879783073463e-13,/home/nez/Desktop/tesis-snn/platemo-cpp/results/ds1_moeackf/fronts/MOEACKF_ds1_nh40_run1_front.csv
1,Statlog Australian,MOEACKF,2,0,6,0.005882352941,0.1413043478,0.8586956522,False,False,40,2,38,0,0,0.95,0.0,0.0,1,1,False,False,False,0,1,0.025,False,True,True,1.7647081712590662e-13,/home/nez/Desktop/tesis-snn/platemo-cpp/results/ds1_moeackf/fronts/MOEACKF_ds1_nh40_run2_front.csv
1,Statlog Australian,MOEACKF,2,1,6,0.002941176471,0.3115942029,0.6884057970999999,False,False,40,1,39,0,0,0.975,0.0,0.0,0,1,True,False,True,1,0,0.0,False,True,True,4.117648062795798e-13,/home/nez/Desktop/tesis-snn/platemo-cpp/results/ds1_moeackf/fronts/MOEACKF_ds1_nh40_run2_front.csv
1,Statlog Australian,MOEACKF,2,2,6,0.004411764706,0.3043478261,0.6956521739,False,False,40,1,38,1,0,0.95,0.025,0.0,0,1,True,False,True,1,1,0.025,False,True,True,1.1764721141727108e-13,/home/nez/Desktop/tesis-snn/platemo-cpp/results/ds1_moeackf/fronts/MOEACKF_ds1_nh40_run2_front.csv
1,Statlog Australian,MOEACKF,2,3,6,0.0,0.4221014493,0.5778985507000001,True,False,40,0,40,0,0,1.0,0.0,0.0,0,0,True,True,True,2,0,0.0,False,False,True,0.0,/home/nez/Desktop/tesis-snn/platemo-cpp/results/ds1_moeackf/fronts/MOEACKF_ds1_nh40_run2_front.csv
1,Statlog Australian,MOEACKF,2,4,6,0.007352941176,0.1394927536,0.8605072464,False,True,40,2,37,1,0,0.925,0.025,0.0,1,1,False,False,False,0,1,0.025,False,True,True,4.705879783073463e-13,/home/nez/Desktop/tesis-snn/platemo-cpp/results/ds1_moeackf/fronts/MOEACKF_ds1_nh40_run2_front.csv
1,Statlog Australian,MOEACKF,2,5,6,0.001470588235,0.4166666667,0.5833333332999999,False,False,40,0,39,1,0,0.975,0.025,0.0,0,0,True,True,True,2,0,0.0,False,False,True,2.941175948623087e-13,/home/nez/Desktop/tesis-snn/platemo-cpp/results/ds1_moeackf/fronts/MOEACKF_ds1_nh40_run2_front.csv
1,Statlog Australian,MOEACKF,3,0,5,0.001470588235,0.4293478261,0.5706521739,False,False,40,0,39,1,0,0.975,0.025,0.0,0,0,True,True,True,2,0,0.0,False,False,True,2.941175948623087e-13,/home/nez/Desktop/tesis-snn/platemo-cpp/results/ds1_moeackf/fronts/MOEACKF_ds1_nh40_run3_front.csv
1,Statlog Australian,MOEACKF,3,1,5,0.002941176471,0.3007246377,0.6992753623,False,False,40,1,39,0,0,0.975,0.0,0.0,0,1,True,False,True,1,0,0.0,False,True,True,4.117648062795798e-13,/home/nez/Desktop/tesis-snn/platemo-cpp/results/ds1_moeackf/fronts/MOEACKF_ds1_nh40_run3_front.csv
1,Statlog Australian,MOEACKF,3,2,5,0.0,0.4311594203,0.5688405797,True,False,40,0,40,0,0,1.0,0.0,0.0,0,0,True,True,True,2,0,0.0,False,False,True,0.0,/home/nez/Desktop/tesis-snn/platemo-cpp/results/ds1_moeackf/fronts/MOEACKF_ds1_nh40_run3_front.csv
1,Statlog Australian,MOEACKF,3,3,5,0.005882352941,0.143115942,0.856884058,False,False,40,2,38,0,0,0.95,0.0,0.0,1,1,False,False,False,0,1,0.025,False,True,True,1.7647081712590662e-13,/home/nez/Desktop/tesis-snn/platemo-cpp/results/ds1_moeackf/fronts/MOEACKF_ds1_nh40_run3_front.csv
1,Statlog Australian,MOEACKF,3,4,5,0.01029411765,0.1358695652,0.8641304348000001,False,True,40,2,35,3,0,0.875,0.075,0.0,1,1,False,False,False,0,1,0.025,False,True,True,2.941176815984825e-12,/home/nez/Desktop/tesis-snn/platemo-cpp/results/ds1_moeackf/fronts/MOEACKF_ds1_nh40_run3_front.csv
1,Statlog Australian,MOEACKF,4,0,6,0.0,0.4365942029,0.5634057970999999,True,False,40,0,40,0,0,1.0,0.0,0.0,0,0,True,True,True,2,0,0.0,False,False,True,0.0,/home/nez/Desktop/tesis-snn/platemo-cpp/results/ds1_moeackf/fronts/MOEACKF_ds1_nh40_run4_front.csv
1,Statlog Australian,MOEACKF,4,1,6,0.002941176471,0.3061594203,0.6938405797,False,False,40,1,39,0,0,0.975,0.0,0.0,0,1,True,False,True,1,0,0.0,False,True,True,4.117648062795798e-13,/home/nez/Desktop/tesis-snn/platemo-cpp/results/ds1_moeackf/fronts/MOEACKF_ds1_nh40_run4_front.csv
1,Statlog Australian,MOEACKF,4,2,6,0.001470588235,0.4148550725,0.5851449275,False,False,40,0,39,1,0,0.975,0.025,0.0,0,0,True,True,True,2,0,0.0,False,False,True,2.941175948623087e-13,/home/nez/Desktop/tesis-snn/platemo-cpp/results/ds1_moeackf/fronts/MOEACKF_ds1_nh40_run4_front.csv
1,Statlog Australian,MOEACKF,4,3,6,0.004411764706,0.3007246377,0.6992753623,False,False,40,1,38,1,0,0.95,0.025,0.0,0,1,True,False,True,1,0,0.0,False,True,True,1.1764721141727108e-13,/home/nez/Desktop/tesis-snn/platemo-cpp/results/ds1_moeackf/fronts/MOEACKF_ds1_nh40_run4_front.csv
1,Statlog Australian,MOEACKF,4,4,6,0.007352941176,0.1413043478,0.8586956522,False,True,40,2,38,0,0,0.95,0.0,0.0,1,1,False,False,False,0,0,0.0,True,True,False,4.705879783073463e-13,/home/nez/Desktop/tesis-snn/platemo-cpp/results/ds1_moeackf/fronts/MOEACKF_ds1_nh40_run4_front.csv
1,Statlog Australian,MOEACKF,4,5,6,0.005882352941,0.1449275362,0.8550724638,False,False,40,2,38,0,0,0.95,0.0,0.0,1,1,False,False,False,0,1,0.025,False,True,True,1.7647081712590662e-13,/home/nez/Desktop/tesis-snn/platemo-cpp/results/ds1_moeackf/fronts/MOEACKF_ds1_nh40_run4_front.csv
1,Statlog Australian,MOEACKF,5,0,6,0.002941176471,0.3097826087,0.6902173913,False,False,40,1,39,0,0,0.975,0.0,0.0,0,1,True,False,True,1,0,0.0,False,True,True,4.117648062795798e-13,/home/nez/Desktop/tesis-snn/platemo-cpp/results/ds1_moeackf/fronts/MOEACKF_ds1_nh40_run5_front.csv
1,Statlog Australian,MOEACKF,5,1,6,0.0,0.4275362319,0.5724637681,True,False,40,0,40,0,0,1.0,0.0,0.0,0,0,True,True,True,2,0,0.0,False,False,True,0.0,/home/nez/Desktop/tesis-snn/platemo-cpp/results/ds1_moeackf/fronts/MOEACKF_ds1_nh40_run5_front.csv
1,Statlog Australian,MOEACKF,5,2,6,0.004411764706,0.3079710145,0.6920289855,False,False,40,1,38,1,0,0.95,0.025,0.0,0,1,True,False,True,1,0,0.0,False,True,True,1.1764721141727108e-13,/home/nez/Desktop/tesis-snn/platemo-cpp/results/ds1_moeackf/fronts/MOEACKF_ds1_nh40_run5_front.csv
1,Statlog Australian,MOEACKF,5,3,6,0.008823529412,0.1394927536,0.8605072464,False,True,40,2,37,1,0,0.925,0.025,0.0,1,1,False,False,False,0,1,0.025,False,True,True,2.3529442283454216e-13,/home/nez/Desktop/tesis-snn/platemo-cpp/results/ds1_moeackf/fronts/MOEACKF_ds1_nh40_run5_front.csv
1,Statlog Australian,MOEACKF,5,4,6,0.005882352941,0.143115942,0.856884058,False,False,40,2,38,0,0,0.95,0.0,0.0,1,1,False,False,False,0,1,0.025,False,True,True,1.7647081712590662e-13,/home/nez/Desktop/tesis-snn/platemo-cpp/results/ds1_moeackf/fronts/MOEACKF_ds1_nh40_run5_front.csv
1,Statlog Australian,MOEACKF,5,5,6,0.007352941176,0.1413043478,0.8586956522,False,False,40,2,37,1,0,0.925,0.025,0.0,1,1,False,False,False,0,1,0.025,False,True,True,4.705879783073463e-13,/home/nez/Desktop/tesis-snn/platemo-cpp/results/ds1_moeackf/fronts/MOEACKF_ds1_nh40_run5_front.csv
1,Statlog Australian,MOEACKF,6,0,5,0.001470588235,0.4257246377,0.5742753623,False,False,40,0,39,0,1,0.975,0.0,0.025,0,1,True,False,True,1,0,0.0,False,False,True,2.941175948623087e-13,/home/nez/Desktop/tesis-snn/platemo-cpp/results/ds1_moeackf/fronts/MOEACKF_ds1_nh40_run6_front.csv
1,Statlog Australian,MOEACKF,6,1,5,0.002941176471,0.3152173913,0.6847826087,False,False,40,1,39,0,0,0.975,0.0,0.0,0,1,True,False,True,1,0,0.0,False,True,True,4.117648062795798e-13,/home/nez/Desktop/tesis-snn/platemo-cpp/results/ds1_moeackf/fronts/MOEACKF_ds1_nh40_run6_front.csv
1,Statlog Australian,MOEACKF,6,2,5,0.0,0.4329710145,0.5670289855,True,False,40,0,40,0,0,1.0,0.0,0.0,0,0,True,True,True,2,0,0.0,False,False,True,0.0,/home/nez/Desktop/tesis-snn/platemo-cpp/results/ds1_moeackf/fronts/MOEACKF_ds1_nh40_run6_front.csv
1,Statlog Australian,MOEACKF,6,3,5,0.004411764706,0.3043478261,0.6956521739,False,False,40,1,38,1,0,0.95,0.025,0.0,0,1,True,False,True,1,1,0.025,False,True,True,1.1764721141727108e-13,/home/nez/Desktop/tesis-snn/platemo-cpp/results/ds1_moeackf/fronts/MOEACKF_ds1_nh40_run6_front.csv
1,Statlog Australian,MOEACKF,6,4,5,0.005882352941,0.143115942,0.856884058,False,True,40,2,38,0,0,0.95,0.0,0.0,1,1,False,False,False,0,1,0.025,False,True,True,1.7647081712590662e-13,/home/nez/Desktop/tesis-snn/platemo-cpp/results/ds1_moeackf/fronts/MOEACKF_ds1_nh40_run6_front.csv
1,Statlog Australian,MOEACKF,7,0,5,0.0,0.4202898551,0.5797101449,True,False,40,0,40,0,0,1.0,0.0,0.0,0,0,True,True,True,2,0,0.0,False,False,True,0.0,/home/nez/Desktop/tesis-snn/platemo-cpp/results/ds1_moeackf/fronts/MOEACKF_ds1_nh40_run7_front.csv
1,Statlog Australian,MOEACKF,7,1,5,0.005882352941,0.143115942,0.856884058,False,False,40,2,38,0,0,0.95,0.0,0.0,1,1,False,False,False,0,1,0.025,False,True,True,1.7647081712590662e-13,/home/nez/Desktop/tesis-snn/platemo-cpp/results/ds1_moeackf/fronts/MOEACKF_ds1_nh40_run7_front.csv
1,Statlog Australian,MOEACKF,7,2,5,0.002941176471,0.3079710145,0.6920289855,False,False,40,1,39,0,0,0.975,0.0,0.0,0,1,True,False,True,1,0,0.0,False,True,True,4.117648062795798e-13,/home/nez/Desktop/tesis-snn/platemo-cpp/results/ds1_moeackf/fronts/MOEACKF_ds1_nh40_run7_front.csv
1,Statlog Australian,MOEACKF,7,3,5,0.007352941176,0.1413043478,0.8586956522,False,True,40,2,37,1,0,0.925,0.025,0.0,1,1,False,False,False,0,1,0.025,False,True,True,4.705879783073463e-13,/home/nez/Desktop/tesis-snn/platemo-cpp/results/ds1_moeackf/fronts/MOEACKF_ds1_nh40_run7_front.csv
1,Statlog Australian,MOEACKF,7,4,5,0.004411764706,0.3043478261,0.6956521739,False,False,40,1,38,1,0,0.95,0.025,0.0,0,1,True,False,True,1,1,0.025,False,True,True,1.1764721141727108e-13,/home/nez/Desktop/tesis-snn/platemo-cpp/results/ds1_moeackf/fronts/MOEACKF_ds1_nh40_run7_front.csv
1,Statlog Australian,MOEACKF,8,0,6,0.001470588235,0.4148550725,0.5851449275,False,False,40,0,39,1,0,0.975,0.025,0.0,0,0,True,True,True,2,0,0.0,False,False,True,2.941175948623087e-13,/home/nez/Desktop/tesis-snn/platemo-cpp/results/ds1_moeackf/fronts/MOEACKF_ds1_nh40_run8_front.csv
1,Statlog Australian,MOEACKF,8,1,6,0.0,0.4384057971,0.5615942029000001,True,False,40,0,40,0,0,1.0,0.0,0.0,0,0,True,True,True,2,0,0.0,False,False,True,0.0,/home/nez/Desktop/tesis-snn/platemo-cpp/results/ds1_moeackf/fronts/MOEACKF_ds1_nh40_run8_front.csv
1,Statlog Australian,MOEACKF,8,2,6,0.01029411765,0.1394927536,0.8605072464,False,True,40,2,36,2,0,0.9,0.05,0.0,1,1,False,False,False,0,0,0.0,True,True,False,2.941176815984825e-12,/home/nez/Desktop/tesis-snn/platemo-cpp/results/ds1_moeackf/fronts/MOEACKF_ds1_nh40_run8_front.csv
1,Statlog Australian,MOEACKF,8,3,6,0.005882352941,0.143115942,0.856884058,False,False,40,2,38,0,0,0.95,0.0,0.0,1,1,False,False,False,0,1,0.025,False,True,True,1.7647081712590662e-13,/home/nez/Desktop/tesis-snn/platemo-cpp/results/ds1_moeackf/fronts/MOEACKF_ds1_nh40_run8_front.csv
1,Statlog Australian,MOEACKF,8,4,6,0.002941176471,0.2989130435,0.7010869565,False,False,40,1,39,0,0,0.975,0.0,0.0,0,1,True,False,True,1,0,0.0,False,True,True,4.117648062795798e-13,/home/nez/Desktop/tesis-snn/platemo-cpp/results/ds1_moeackf/fronts/MOEACKF_ds1_nh40_run8_front.csv
1,Statlog Australian,MOEACKF,8,5,6,0.007352941176,0.1413043478,0.8586956522,False,False,40,2,37,1,0,0.925,0.025,0.0,1,1,False,False,False,0,1,0.025,False,True,True,4.705879783073463e-13,/home/nez/Desktop/tesis-snn/platemo-cpp/results/ds1_moeackf/fronts/MOEACKF_ds1_nh40_run8_front.csv
1,Statlog Australian,MOEACKF,9,0,5,0.001470588235,0.4076086957,0.5923913043,False,False,40,0,39,1,0,0.975,0.025,0.0,0,0,True,True,True,2,0,0.0,False,False,True,2.941175948623087e-13,/home/nez/Desktop/tesis-snn/platemo-cpp/results/ds1_moeackf/fronts/MOEACKF_ds1_nh40_run9_front.csv
1,Statlog Australian,MOEACKF,9,1,5,0.005882352941,0.1413043478,0.8586956522,False,True,40,2,38,0,0,0.95,0.0,0.0,1,1,False,False,False,0,1,0.025,False,True,True,1.7647081712590662e-13,/home/nez/Desktop/tesis-snn/platemo-cpp/results/ds1_moeackf/fronts/MOEACKF_ds1_nh40_run9_front.csv
1,Statlog Australian,MOEACKF,9,2,5,0.002941176471,0.3043478261,0.6956521739,False,False,40,1,39,0,0,0.975,0.0,0.0,0,1,True,False,True,1,0,0.0,False,True,True,4.117648062795798e-13,/home/nez/Desktop/tesis-snn/platemo-cpp/results/ds1_moeackf/fronts/MOEACKF_ds1_nh40_run9_front.csv
1,Statlog Australian,MOEACKF,9,3,5,0.004411764706,0.2952898551,0.7047101449,False,False,40,1,38,1,0,0.95,0.025,0.0,0,1,True,False,True,1,1,0.025,False,True,True,1.1764721141727108e-13,/home/nez/Desktop/tesis-snn/platemo-cpp/results/ds1_moeackf/fronts/MOEACKF_ds1_nh40_run9_front.csv
1,Statlog Australian,MOEACKF,9,4,5,0.0,0.4384057971,0.5615942029000001,True,False,40,0,40,0,0,1.0,0.0,0.0,0,0,True,True,True,2,0,0.0,False,False,True,0.0,/home/nez/Desktop/tesis-snn/platemo-cpp/results/ds1_moeackf/fronts/MOEACKF_ds1_nh40_run9_front.csv
1,Statlog Australian,MOEACKF,10,0,8,0.001470588235,0.4311594203,0.5688405797,False,False,40,0,39,0,1,0.975,0.0,0.025,0,1,True,False,True,1,0,0.0,False,False,True,2.941175948623087e-13,/home/nez/Desktop/tesis-snn/platemo-cpp/results/ds1_moeackf/fronts/MOEACKF_ds1_nh40_run10_front.csv
1,Statlog Australian,MOEACKF,10,1,8,0.0,0.4402173913,0.5597826087,True,False,40,0,40,0,0,1.0,0.0,0.0,0,0,True,True,True,2,0,0.0,False,False,True,0.0,/home/nez/Desktop/tesis-snn/platemo-cpp/results/ds1_moeackf/fronts/MOEACKF_ds1_nh40_run10_front.csv
1,Statlog Australian,MOEACKF,10,2,8,0.01470588235,0.1413043478,0.8586956522,False,True,40,2,35,3,0,0.875,0.075,0.0,1,1,False,False,False,0,0,0.0,True,True,False,2.941176815984825e-12,/home/nez/Desktop/tesis-snn/platemo-cpp/results/ds1_moeackf/fronts/MOEACKF_ds1_nh40_run10_front.csv
1,Statlog Australian,MOEACKF,10,3,8,0.008823529412,0.143115942,0.856884058,False,False,40,2,37,1,0,0.925,0.025,0.0,1,1,False,False,False,0,0,0.0,True,True,False,2.3529442283454216e-13,/home/nez/Desktop/tesis-snn/platemo-cpp/results/ds1_moeackf/fronts/MOEACKF_ds1_nh40_run10_front.csv
1,Statlog Australian,MOEACKF,10,4,8,0.005882352941,0.1612318841,0.8387681159,False,False,40,2,38,0,0,0.95,0.0,0.0,1,1,False,False,False,0,0,0.0,True,True,False,1.7647081712590662e-13,/home/nez/Desktop/tesis-snn/platemo-cpp/results/ds1_moeackf/fronts/MOEACKF_ds1_nh40_run10_front.csv
1,Statlog Australian,MOEACKF,10,5,8,0.007352941176,0.1503623188,0.8496376811999999,False,False,40,2,38,0,0,0.95,0.0,0.0,1,1,False,False,False,0,0,0.0,True,True,False,4.705879783073463e-13,/home/nez/Desktop/tesis-snn/platemo-cpp/results/ds1_moeackf/fronts/MOEACKF_ds1_nh40_run10_front.csv
1,Statlog Australian,MOEACKF,10,6,8,0.004411764706,0.2880434783,0.7119565217,False,False,40,1,38,0,1,0.95,0.0,0.025,1,1,False,False,False,0,0,0.0,False,True,True,1.1764721141727108e-13,/home/nez/Desktop/tesis-snn/platemo-cpp/results/ds1_moeackf/fronts/MOEACKF_ds1_nh40_run10_front.csv
1,Statlog Australian,MOEACKF,10,7,8,0.002941176471,0.3043478261,0.6956521739,False,False,40,1,39,0,0,0.975,0.0,0.0,0,1,True,False,True,1,0,0.0,False,True,True,4.117648062795798e-13,/home/nez/Desktop/tesis-snn/platemo-cpp/results/ds1_moeackf/fronts/MOEACKF_ds1_nh40_run10_front.csv
1,Statlog Australian,MOEACKF,11,0,4,0.002941176471,0.3007246377,0.6992753623,False,False,40,1,39,0,0,0.975,0.0,0.0,0,1,True,False,True,1,0,0.0,False,True,True,4.117648062795798e-13,/home/nez/Desktop/tesis-snn/platemo-cpp/results/ds1_moeackf/fronts/MOEACKF_ds1_nh40_run11_front.csv
1,Statlog Australian,MOEACKF,11,1,4,0.0,0.4293478261,0.5706521739,True,False,40,0,40,0,0,1.0,0.0,0.0,0,0,True,True,True,2,0,0.0,False,False,True,0.0,/home/nez/Desktop/tesis-snn/platemo-cpp/results/ds1_moeackf/fronts/MOEACKF_ds1_nh40_run11_front.csv
1,Statlog Australian,MOEACKF,11,2,4,0.001470588235,0.4202898551,0.5797101449,False,False,40,0,39,1,0,0.975,0.025,0.0,0,0,True,True,True,2,0,0.0,False,False,True,2.941175948623087e-13,/home/nez/Desktop/tesis-snn/platemo-cpp/results/ds1_moeackf/fronts/MOEACKF_ds1_nh40_run11_front.csv
1,Statlog Australian,MOEACKF,11,3,4,0.005882352941,0.1413043478,0.8586956522,False,True,40,2,38,0,0,0.95,0.0,0.0,1,1,False,False,False,0,1,0.025,False,True,True,1.7647081712590662e-13,/home/nez/Desktop/tesis-snn/platemo-cpp/results/ds1_moeackf/fronts/MOEACKF_ds1_nh40_run11_front.csv
1,Statlog Australian,MOEACKF,12,0,7,0.001470588235,0.4257246377,0.5742753623,False,False,40,0,39,1,0,0.975,0.025,0.0,0,0,True,True,True,2,0,0.0,False,False,True,2.941175948623087e-13,/home/nez/Desktop/tesis-snn/platemo-cpp/results/ds1_moeackf/fronts/MOEACKF_ds1_nh40_run12_front.csv
1,Statlog Australian,MOEACKF,12,1,7,0.01911764706,0.1394927536,0.8605072464,False,True,40,2,32,5,1,0.8,0.125,0.025,1,2,False,False,False,0,1,0.025,True,True,False,1.1764686447257588e-12,/home/nez/Desktop/tesis-snn/platemo-cpp/results/ds1_moeackf/fronts/MOEACKF_ds1_nh40_run12_front.csv
1,Statlog Australian,MOEACKF,12,2,7,0.0,0.4365942029,0.5634057970999999,True,False,40,0,40,0,0,1.0,0.0,0.0,0,0,True,True,True,2,0,0.0,False,False,True,0.0,/home/nez/Desktop/tesis-snn/platemo-cpp/results/ds1_moeackf/fronts/MOEACKF_ds1_nh40_run12_front.csv
1,Statlog Australian,MOEACKF,12,3,7,0.01029411765,0.1413043478,0.8586956522,False,False,40,2,35,3,0,0.875,0.075,0.0,1,1,False,False,False,0,1,0.025,False,True,True,2.941176815984825e-12,/home/nez/Desktop/tesis-snn/platemo-cpp/results/ds1_moeackf/fronts/MOEACKF_ds1_nh40_run12_front.csv
1,Statlog Australian,MOEACKF,12,4,7,0.004411764706,0.3079710145,0.6920289855,False,False,40,1,38,0,1,0.95,0.0,0.025,0,2,True,False,True,1,0,0.0,False,True,True,1.1764721141727108e-13,/home/nez/Desktop/tesis-snn/platemo-cpp/results/ds1_moeackf/fronts/MOEACKF_ds1_nh40_run12_front.csv
1,Statlog Australian,MOEACKF,12,5,7,0.002941176471,0.3097826087,0.6902173913,False,False,40,1,39,0,0,0.975,0.0,0.0,0,1,True,False,True,1,0,0.0,False,True,True,4.117648062795798e-13,/home/nez/Desktop/tesis-snn/platemo-cpp/results/ds1_moeackf/fronts/MOEACKF_ds1_nh40_run12_front.csv
1,Statlog Australian,MOEACKF,12,6,7,0.005882352941,0.143115942,0.856884058,False,False,40,2,38,0,0,0.95,0.0,0.0,1,1,False,False,False,0,1,0.025,False,True,True,1.7647081712590662e-13,/home/nez/Desktop/tesis-snn/platemo-cpp/results/ds1_moeackf/fronts/MOEACKF_ds1_nh40_run12_front.csv
1,Statlog Australian,MOEACKF,13,0,6,0.001470588235,0.402173913,0.5978260870000001,False,False,40,0,39,1,0,0.975,0.025,0.0,0,0,True,True,True,2,0,0.0,False,False,True,2.941175948623087e-13,/home/nez/Desktop/tesis-snn/platemo-cpp/results/ds1_moeackf/fronts/MOEACKF_ds1_nh40_run13_front.csv
1,Statlog Australian,MOEACKF,13,1,6,0.0,0.4293478261,0.5706521739,True,False,40,0,40,0,0,1.0,0.0,0.0,0,0,True,True,True,2,0,0.0,False,False,True,0.0,/home/nez/Desktop/tesis-snn/platemo-cpp/results/ds1_moeackf/fronts/MOEACKF_ds1_nh40_run13_front.csv
1,Statlog Australian,MOEACKF,13,2,6,0.01911764706,0.1394927536,0.8605072464,False,True,40,2,30,7,1,0.75,0.175,0.025,2,1,False,False,False,0,1,0.025,False,True,True,1.1764686447257588e-12,/home/nez/Desktop/tesis-snn/platemo-cpp/results/ds1_moeackf/fronts/MOEACKF_ds1_nh40_run13_front.csv
1,Statlog Australian,MOEACKF,13,3,6,0.005882352941,0.143115942,0.856884058,False,False,40,2,38,0,0,0.95,0.0,0.0,1,1,False,False,False,0,1,0.025,False,True,True,1.7647081712590662e-13,/home/nez/Desktop/tesis-snn/platemo-cpp/results/ds1_moeackf/fronts/MOEACKF_ds1_nh40_run13_front.csv
1,Statlog Australian,MOEACKF,13,4,6,0.002941176471,0.2989130435,0.7010869565,False,False,40,1,39,0,0,0.975,0.0,0.0,0,1,True,False,True,1,0,0.0,False,True,True,4.117648062795798e-13,/home/nez/Desktop/tesis-snn/platemo-cpp/results/ds1_moeackf/fronts/MOEACKF_ds1_nh40_run13_front.csv
1,Statlog Australian,MOEACKF,13,5,6,0.007352941176,0.1413043478,0.8586956522,False,False,40,2,37,0,1,0.925,0.0,0.025,2,1,False,False,False,0,1,0.025,False,True,True,4.705879783073463e-13,/home/nez/Desktop/tesis-snn/platemo-cpp/results/ds1_moeackf/fronts/MOEACKF_ds1_nh40_run13_front.csv
